T_degC,Salnty
10.93,33.46
13.3,32.301
11.78,33.621
6.1,34.264
17.0,33.67
12.34,34.51
10.1,33.82
6.87,34.51
8.72,34.2
8.86,33.814
8.23,34.015
17.78,33.364
15.19,33.296
6.24,34.313
7.9,34.18
13.02,34.14
5.65,34.254
5.93,34.323
15.5,33.19
6.69,34.263
15.84,33.55
7.62,34.029
10.7,34.461
6.5,34.33
9.72,33.893
11.64,33.56
9.42,33.913
7.46,34.032
8.7,33.872
10.04,33.57
10.47,33.491
7.75,34.14
8.26,34.173
4.32,34.536
26.05,35.25
3.96,34.435
10.57,33.451
10.76,33.841
12.96,33.523
8.267,34.1086
8.836,33.8235
3.84,34.385
3.52,34.54
7.22,34.45
9.39,33.54
6.928,34.247
8.13,34.093
17.69,33.31
10.5,34.599
9.7,33.813
12.82,34.75
15.88,33.686
7.05,34.225
8.16,33.917
10.41,33.39
18.561,33.2631
14.16,33.521
5.0,34.396
6.66,34.167
13.38,33.279
16.47,33.497
5.21,34.175
8.28,33.972
6.28,34.24
13.16,33.14
9.25,34.044
18.54,34.04
8.82,33.842
18.1,33.196
5.87,34.321
8.3,34.047
15.02,33.475
7.59,34.02
5.04,34.374
5.8,34.225
14.7,33.516
1.97,34.583
4.9,34.14
16.59,33.8
6.8,34.25
14.1,33.533
7.64,34.174
9.27,33.708
14.14,33.223
7.94,34.102
10.9,33.476
8.68,33.93
7.53,34.188
14.51,33.538
16.7,33.8
9.38,34.04
16.91,33.865
12.75,33.461
12.57,33.27
15.76,33.201
14.32,33.4
19.57,33.71
8.71,33.599
15.51,33.253
9.43,34.302
9.62,33.73
19.11,33.572
13.76,33.564
12.87,33.38
5.23,34.17
8.77,34.104
8.24,33.974
12.5,33.244
8.85,33.936
7.75,34.022
15.17,33.39
5.05,34.115
15.56,34.47
15.12,33.154
14.78,33.343
3.36,34.61
10.34,33.65
14.82,35.068
10.48,33.89
8.12,33.934
13.06,33.53
10.82,33.56
13.02,33.177
7.87,34.255
7.5,33.998
7.66,34.16
9.36,33.961
12.03,33.22
9.44,34.205
6.73,34.083
8.42,33.963
9.099,34.12
16.8,33.357
9.72,33.81
14.69,33.62
20.89,33.8
14.39,33.199
8.06,33.957
15.93,33.471
10.08,33.47
5.98,34.275
15.807,33.1867
7.51,34.234
9.06,33.789
8.67,34.26
10.825,33.5669
6.61,34.143
5.9,34.169
10.73,33.58
10.1,33.596
11.53,33.59
4.08,34.52
9.41,34.242
14.78,33.589
16.47,33.883
17.38,33.14
12.353,33.41
8.9,34.506
9.66,33.883
16.14,33.147
10.63,33.395
15.21,33.421
7.02,34.142
5.69,34.127
6.29,34.321
13.2,33.33
10.96,34.63
13.46,34.09
15.42,33.24
12.38,33.572
15.82,33.213
13.11,33.651
9.71,33.633
10.9,34.582
14.6,34.202
9.55,33.628
14.54,32.76
17.815,33.2331
16.02,33.46
8.6,34.02
7.49,34.054
9.24,33.991
9.84,33.37
10.64,33.674
6.21,34.138
6.97,34.175
6.053,34.3337
8.85,34.145
11.13,33.256
7.69,34.29
9.41,33.679
6.99,34.23
5.6,34.173
17.72,33.247
10.34,33.51
3.07,34.54
9.28,33.871
15.03,33.56
10.76,33.13
13.8,33.54
15.53,33.208
5.96,34.417
7.28,34.379
17.547,33.2997
13.26,33.501
8.68,34.16
6.412,34.0504
15.82,34.535
9.05,34.382
13.266,33.4154
16.73,33.41
6.4,34.295
14.88,33.31
9.64,33.813
11.48,33.5535
7.89,33.954
10.07,33.42
19.21,33.726
15.92,33.46
9.89,34.236
7.48,34.31
16.58,33.76
8.9,33.91
4.89,34.38
13.61,33.5
7.0,34.303
14.63,33.657
12.14,32.998
13.38,33.493
7.8,33.977
9.4,33.65
7.58,34.167
8.87,33.67
8.91,34.096
15.31,33.382
7.77,34.044
19.84,33.739
13.36,33.408
7.33,34.024
9.33,33.765
9.77,33.83
10.01,34.398
16.19,33.485
11.96,33.307
10.77,33.702
7.08,34.153
13.17,33.223
11.47,33.74
7.23,34.074
9.94,34.229
16.06,33.559
8.17,33.922
15.94,33.388
8.29,33.885
17.12,33.71
7.5,34.042
16.46,33.56
18.19,33.74
12.0,33.639
12.02,33.81
10.97,33.42
12.8,33.327
8.22,33.912
14.11,33.48
10.28,33.542
10.91,33.49
13.65,34.757
11.2,33.433
10.32,34.097
16.22,33.55
10.64,33.586
13.2,33.35
16.79,33.39
10.18,33.686
12.51,33.97
6.32,34.28
14.97,33.355
10.82,33.646
12.77,33.386
9.712,33.4982
10.23,33.8
8.77,34.228
10.19,33.672
9.24,33.694
12.03,33.663
11.44,33.482
15.8,33.765
16.36,33.58
10.77,33.342
8.51,34.145
7.19,34.345
9.67,33.69
8.9,34.477
16.04,33.69
8.55,34.16
9.4,34.516
10.27,33.554
10.52,32.762
12.19,33.369
13.97,33.433
14.39,33.46
4.8,34.35
7.93,34.106
11.97,32.989
7.1,33.95
17.49,33.553
8.25,34.125
7.2,34.39
15.43,33.443
15.02,33.551
15.99,33.683
15.6,33.378
11.46,33.3857
8.23,34.33
10.56,33.756
16.15,32.77
15.13,33.293
10.95,33.71
6.66,34.27
10.01,33.71
14.96,33.467
12.27,33.498
16.86,33.977
10.08,33.527
18.93,33.335
11.4,33.31
12.04,34.039
9.77,33.759
13.88,33.553
14.63,33.37
14.66,33.38
6.9,34.104
18.7,33.82
14.29,33.259
12.36,33.275
5.17,34.477
12.32,33.264
9.27,33.818
14.51,34.658
17.69,33.69
4.89,34.33
11.53,33.8
13.23,33.449
10.18,34.188
13.5,33.06
10.52,34.66
8.91,34.1171
9.48,33.98
5.69,34.267
15.233,33.3084
14.62,33.304
8.72,33.93
4.92,34.379
6.49,34.198
7.94,34.79
15.31,33.69
10.0,33.609
8.98,33.992
10.949,33.6009
15.84,33.58
15.36,33.44
10.96,33.64
8.28,33.975
14.2,33.694
2.77,34.601
11.36,32.618
11.14,33.559
7.23,34.568
15.14,33.22
8.44,34.14
6.51,34.179
9.79,33.759
7.37,34.052
12.042,33.217
18.6,33.47
17.54,33.439
6.91,34.49
2.84,34.57
10.12,33.625
9.12,33.63
8.9,33.964
6.21,34.036
11.731,33.5721
15.62,33.64
16.03,33.644
12.86,33.483
15.77,33.24
10.17,33.624
8.04,34.257
7.34,34.238
7.21,34.228
11.45,33.185
12.58,33.496
6.79,34.163
15.6,33.89
7.92,34.073
18.66,33.403
8.83,33.98
4.86,34.35
13.77,33.395
9.04,33.66
11.04,33.011
8.94,34.038
4.17,34.04
12.84,33.64
5.72,34.371
7.89,33.997
14.97,33.311
9.24,34.18
14.2,34.689
8.85,34.071
11.14,34.42
10.19,33.56
4.75,34.52
6.82,33.648
13.79,33.41
7.9,34.183
8.33,34.048
11.16,33.953
14.56,33.6
9.32,33.868
16.95,33.04
9.79,33.583
6.89,34.217
11.58,33.4
3.83,34.31
6.03,34.073
5.19,33.95
18.64,34.27
6.25,34.098
13.21,33.111
8.53,34.262
9.17,33.874
17.61,33.817
16.1,33.55
9.7,33.64
9.02,33.977
7.99,34.216
8.91,33.551
22.02,33.98
10.3,33.579
8.69,34.128
8.75,33.773
14.9,33.25
6.127,34.0986
11.27,33.64
7.19,34.114
9.5,34.41
11.44,33.62
15.43,33.327
4.19,34.471
7.49,34.095
6.73,34.369
14.08,33.94
9.46,33.87
12.39,33.43
12.74,32.969
10.88,34.63
5.16,34.248
14.03,33.21
17.73,33.59
4.47,34.455
5.01,34.05
9.8,33.826
8.67,33.97
9.216,33.8737
10.31,33.78
13.651,33.3835
13.75,33.599
11.17,33.482
18.24,34.47
15.42,34.72
12.29,33.44
13.18,33.261
13.35,33.142
12.6,33.48
6.01,34.175
11.16,33.7
8.6,33.97
9.678,34.1182
10.36,33.766
6.51,34.091
5.11,34.16
22.84,33.63
7.9,33.898
9.12,34.08
18.8,33.739
9.19,34.048
3.46,34.45
9.92,32.72
12.02,33.703
14.72,33.499
6.55,34.172
14.31,33.48
11.05,34.49
15.94,33.412
10.23,34.169
14.91,33.542
12.73,34.96
12.85,32.81
6.656,34.2464
13.5,34.54
5.6,34.329
10.38,34.06
15.5,33.321
5.16,34.333
9.1,34.248
9.94,33.742
16.21,33.62
17.16,33.65
14.62,33.19
14.38,33.514
4.91,34.444
7.67,34.204
8.32,34.171
8.34,34.222
8.31,33.768
10.232,33.6983
8.19,34.39
16.4,33.759
12.46,33.41
11.32,33.539
11.57,34.035
8.71,34.15
8.62,33.966
12.46,33.32
7.29,34.403
9.67,33.884
5.45,34.224
9.81,33.723
5.43,34.538
7.54,34.0
5.32,34.39
4.01,34.42
7.46,34.021
13.06,33.365
13.325,33.5532
11.95,33.294
5.16,34.198
13.8,33.33
11.67,33.519
11.67,33.507
10.85,33.65
10.27,33.113
7.28,34.181
16.04,33.749
9.13,33.867
6.935,34.251
7.0,34.137
8.52,34.041
17.16,33.565
5.02,34.258
16.32,33.596
7.78,34.117
22.76,34.299
19.1,33.48
4.61,34.369
4.53,34.32
19.21,33.986
11.56,33.207
9.96,33.652
9.38,33.3
9.39,33.712
14.59,33.684
14.8,33.362
9.34,33.293
14.21,33.12
7.43,34.56
13.6,33.738
7.38,34.0
5.51,34.162
15.82,33.216
20.43,34.094
16.87,33.84
12.6,33.482
14.894,33.3801
7.11,34.126
2.86,34.65
5.66,34.3
9.28,34.297
7.8,34.22
14.7,32.985
4.1,34.42
15.95,33.21
10.37,34.22
7.82,34.291
5.79,34.099
9.66,33.514
9.07,33.937
11.71,33.15
8.41,33.988
12.84,33.41
11.73,33.311
8.0,34.025
11.89,34.65
4.68,34.431
8.18,34.002
11.37,33.37
15.93,33.424
12.51,33.37
14.59,33.379
4.76,34.36
15.305,33.1751
6.09,34.31
9.72,33.741
14.6,33.63
9.74,33.783
11.56,33.69
11.37,33.492
14.25,33.414
5.86,34.302
11.73,33.563
16.41,33.708
13.48,33.45
8.96,34.138
6.98,34.183
8.41,34.051
13.86,34.09
9.22,33.962
11.88,33.53
10.32,33.671
17.51,33.863
13.93,33.23
9.12,33.922
4.61,34.38
16.2,35.34
21.56,34.233
22.11,34.34
12.97,33.545
11.95,33.118
7.01,34.126
9.9,33.48
6.4,34.148
11.89,33.3
10.29,33.62
14.44,33.486
15.86,33.509
13.88,34.98
13.98,33.263
9.18,33.748
7.4,34.006
12.19,32.864
14.64,33.4
10.92,33.423
8.47,34.097
8.87,34.112
9.3,34.476
14.19,33.39
13.71,33.504
7.16,34.33
11.02,33.389
17.79,33.387
14.741,33.1682
5.21,34.34
14.77,33.214
8.15,34.055
9.33,34.023
9.26,34.135
13.79,33.186
18.3,33.68
10.92,33.99
13.65,33.367
16.25,33.301
9.82,33.745
13.43,33.135
20.16,33.68
9.2,34.01
1.53,34.684
8.05,34.223
7.34,34.097
13.22,32.745
9.05,33.894
22.82,34.405
5.99,34.242
19.47,33.587
12.52,32.86
4.56,34.4
10.25,33.684
9.34,33.66
8.0,34.367
11.74,33.53
12.88,33.457
2.74,34.595
11.49,33.644
6.18,34.375
12.566,33.5027
8.68,34.322
12.65,32.562
12.5,33.427
9.18,34.41
6.81,34.27
14.98,33.527
8.473,33.9528
4.75,34.58
8.86,33.94
8.62,34.003
6.28,34.19
9.99,33.849
7.5,34.06
5.96,34.153
8.23,34.254
8.55,34.008
6.4,34.26
11.24,33.245
12.86,33.259
8.47,34.012
14.37,33.549
6.66,34.232
3.13,34.36
10.2,33.93
10.22,33.412
8.64,33.82
10.144,33.3243
17.56,33.63
9.6,33.849
14.14,33.578
8.01,34.121
11.24,33.267
4.06,34.42
7.28,34.042
10.35,33.3
10.26,33.898
17.73,33.14
8.28,34.193
15.54,33.33
8.04,33.96
10.61,33.468
10.03,33.373
9.15,34.087
9.86,33.743
13.0,33.41
8.48,33.92
13.9,33.45
7.04,33.613
13.26,33.353
5.06,34.38
10.37,33.648
9.72,34.65
6.48,34.22
10.33,34.453
8.43,33.646
9.28,34.194
12.46,33.37
10.153,34.0583
8.97,33.843
9.13,33.87
19.35,33.157
8.86,34.086
7.18,34.0
6.78,34.237
11.14,33.444
9.01,33.772
10.15,33.251
15.43,33.499
9.28,33.826
21.86,34.52
23.35,34.26
10.18,33.738
12.89,32.992
9.09,34.176
17.37,33.231
9.54,33.855
12.61,33.225
8.21,34.283
6.8,34.243
16.78,33.331
9.6,34.0
13.95,33.54
7.3,34.062
21.06,34.817
16.142,33.333
15.78,33.482
10.057,33.6809
8.207,34.2728
12.43,33.175
7.8,33.988
10.03,33.923
15.33,32.979
7.22,34.329
7.92,33.979
10.42,33.658
15.58,33.559
17.83,33.646
7.95,34.257
10.1,33.676
7.44,34.29
6.96,34.225
6.3,34.316
13.46,32.841
14.19,33.517
6.73,34.129
9.5,34.05
12.34,33.5
10.09,33.39
15.4,33.649
5.7,34.173
11.26,33.522
4.0,34.55
13.08,32.739
8.17,33.864
17.95,33.633
11.6,34.22
9.79,33.868
6.02,34.21
18.4,33.469
14.16,33.529
14.63,33.168
11.69,33.38
13.99,33.36
13.44,33.509
14.89,33.349
5.89,34.27
6.97,34.343
8.16,34.226
7.51,34.288
9.19,34.15
4.1,34.45
7.02,34.054
9.1,34.361
6.68,34.331
15.29,33.13
13.61,33.488
14.07,35.039
10.5,33.829
16.38,34.36
9.52,33.771
9.023,33.6594
9.13,34.006
9.39,34.165
6.9,34.216
22.6,33.515
14.93,33.446
7.17,34.562
3.25,34.598
10.97,33.29
14.27,33.58
7.55,34.169
6.86,34.072
14.34,33.03
5.62,34.173
11.2,34.523
9.498,33.8526
10.28,33.31
9.38,33.91
6.01,34.104
7.52,34.122
9.08,34.214
10.25,33.43
8.84,33.99
8.49,34.23
7.55,34.282
9.953,33.8984
14.72,33.211
12.15,33.429
9.07,33.771
6.45,34.223
4.49,34.45
7.15,34.057
9.28,34.185
15.12,33.444
5.95,34.154
12.96,33.343
9.93,33.804
18.29,32.137
14.46,33.288
15.05,33.395
9.39,34.276
12.39,32.828
6.17,34.187
21.4,34.295
8.87,34.43
4.54,34.33
7.16,34.16
8.75,33.966
14.921,33.2609
15.88,33.545
8.72,33.948
8.38,34.041
8.37,34.17
3.5,34.59
9.85,33.61
5.58,34.223
8.09,34.015
10.49,33.341
13.93,33.85
3.98,34.5
3.57,34.396
6.79,34.35
13.96,33.46
5.18,34.33
7.88,34.208
6.06,34.32
5.78,34.36
5.58,34.372
5.55,34.24
11.87,34.56
11.09,33.103
6.46,34.08
13.43,33.078
9.69,33.724
3.79,34.57
3.8,34.514
6.45,34.112
7.59,34.035
10.03,33.652
18.404,33.2135
17.5,34.09
3.17,34.542
11.26,33.262
8.9,33.874
12.68,33.53
7.61,34.05
17.49,33.49
14.15,32.934
12.93,33.62
4.21,34.47
12.36,33.641
9.73,33.636
5.35,34.51
6.48,34.05
8.88,33.92
6.73,34.093
7.5,34.101
11.54,34.512
9.9,33.52
19.81,33.752
8.75,33.97
7.52,34.21
6.86,34.41
8.8,33.982
15.25,33.66
8.01,34.012
16.678,33.2935
7.49,34.026
6.53,34.287
9.76,33.65
10.3,34.48
7.84,34.1
17.82,33.598
14.43,32.978
6.41,34.1
6.39,34.21
13.85,33.572
14.75,33.18
11.25,33.54
14.43,33.46
9.56,33.878
10.13,34.598
13.84,34.38
10.77,32.727
15.67,33.149
9.36,33.91
10.05,33.671
6.48,34.172
9.83,34.22
6.6,34.185
20.09,33.76
9.96,33.877
10.16,34.122
7.1,34.21
7.87,33.997
4.88,34.104
9.72,34.485
9.73,33.57
9.34,33.968
13.6,33.44
12.45,33.581
8.51,34.078
9.14,34.286
7.6,34.242
16.35,33.506
19.56,34.74
5.7,34.36
7.19,34.1454
14.46,33.46
9.22,33.732
7.999,34.1466
9.889,34.1132
9.71,34.55
9.86,33.874
5.56,34.139
5.81,34.51
8.78,34.15
17.22,33.153
7.96,34.043
14.29,33.53
6.8,34.256
14.45,33.54
6.68,34.11
9.33,33.878
12.212,33.318
13.45,33.425
9.87,33.759
15.39,33.381
19.83,34.102
6.71,34.243
8.2,33.984
11.66,32.83
8.94,34.045
9.8,33.943
13.05,33.5
14.81,33.046
16.66,33.846
9.54,34.02
15.31,33.553
15.9,33.576
3.62,34.488
5.3,34.315
17.9,33.19
6.54,34.47
7.54,34.3
7.6,33.485
12.7,34.328
19.024,33.5477
7.48,34.0
7.87,33.981
8.56,34.073
9.007,33.9435
9.53,33.9
7.19,34.144
9.38,33.707
9.66,33.77
18.42,33.454
16.01,33.536
8.12,33.439
8.81,33.89
16.76,34.137
7.63,34.56
7.86,34.125
8.56,33.966
10.51,32.772
17.14,33.538
13.96,32.848
11.79,33.361
8.48,33.95
4.03,34.48
8.46,33.964
6.55,34.29
8.733,34.0476
14.17,33.576
13.92,33.855
9.12,33.769
6.08,34.29
13.45,33.461
10.93,33.43
12.47,32.94
10.94,33.512
19.38,33.384
11.854,33.5114
6.314,34.1572
8.86,33.946
7.77,34.394
11.61,33.413
6.39,34.212
5.98,34.377
2.96,34.586
19.83,33.279
7.94,33.999
5.55,34.226
10.33,33.839
9.55,34.125
11.47,33.609
9.09,33.833
9.48,33.81
9.35,33.35
7.84,33.998
21.71,33.567
5.48,34.3
11.59,33.496
6.07,34.098
6.08,34.327
16.48,33.62
11.28,33.436
13.0,32.97
11.83,33.13
9.72,34.323
9.112,33.7095
11.78,34.79
8.32,34.129
18.83,33.28
6.17,34.312
13.33,34.26
1.94,34.613
7.58,34.005
15.72,33.4
7.12,34.271
5.3,34.345
19.43,33.17
11.01,33.771
14.47,33.592
9.97,34.6
6.4,34.243
4.14,34.438
3.56,34.408
9.71,34.287
14.57,33.297
4.52,34.368
5.88,34.195
14.4,33.37
19.35,34.082
6.29,34.149
8.69,33.798
10.42,33.301
5.95,34.066
8.31,34.038
15.13,33.119
13.0,33.41
13.989,32.9805
6.83,34.069
8.43,34.11
12.65,33.06
8.96,33.865
5.15,34.402
6.51,34.52
22.04,34.796
6.74,34.05
8.67,34.147
14.37,33.041
6.51,34.131
10.73,33.078
11.41,33.519
8.76,33.977
5.61,34.28
6.7,34.563
11.31,33.09
5.26,34.35
8.32,34.28
14.78,33.395
10.77,33.68
3.84,34.54
7.7,34.436
9.97,33.83
11.4,33.195
6.96,34.445
5.49,34.247
8.909,33.8871
10.47,33.609
10.61,33.53
5.35,34.179
12.84,33.051
11.02,34.068
5.76,34.24
12.64,33.277
14.94,33.206
14.89,32.835
10.78,34.104
4.51,34.39
14.52,33.32
14.33,33.571
9.87,33.798
10.05,33.829
15.26,34.38
14.73,33.773
8.54,34.027
9.52,33.988
17.48,33.69
7.78,34.19
7.57,34.114
13.94,33.06
3.52,34.52
7.008,34.2889
16.14,34.097
6.76,34.184
8.36,33.95
10.65,33.77
16.32,33.394
16.0,33.65
5.01,34.088
14.29,33.784
9.18,34.1
14.46,33.597
9.62,33.73
9.12,34.031
9.92,33.734
9.6,33.632
11.33,34.301
14.38,33.28
7.9,34.066
14.48,33.523
13.49,33.73
16.34,33.58
4.08,34.275
13.29,33.501
15.28,33.542
10.6,33.39
7.61,34.138
20.53,33.402
5.7,34.0
9.19,33.687
16.12,33.723
14.15,33.265
3.18,34.4
11.07,33.737
6.99,34.28
12.39,33.08
6.61,34.193
10.03,34.442
13.26,33.631
4.24,34.472
8.79,33.876
18.7,33.7
21.42,33.904
25.74,34.37
7.06,34.23
5.43,34.37
8.15,34.013
11.06,33.16
5.28,34.167
6.66,34.223
5.93,34.103
8.28,34.047
13.41,33.229
18.23,33.155
12.85,32.584
20.42,33.73
6.18,34.281
9.55,33.615
7.34,34.102
9.72,33.901
20.44,34.329
6.89,34.226
7.23,34.243
10.69,33.743
7.54,34.224
10.84,34.591
10.15,33.64
16.713,33.6139
3.36,34.53
12.43,33.457
12.16,34.63
12.58,33.541
7.72,34.294
13.77,33.716
17.87,32.895
6.29,34.541
4.94,34.47
7.88,33.99
9.26,34.447
16.41,33.5
9.83,33.882
16.49,33.562
9.16,34.054
4.9,34.439
5.39,34.35
5.96,34.207
9.0,33.829
6.66,34.174
8.51,33.899
14.82,33.662
13.36,33.048
11.66,32.944
15.2,33.39
18.57,33.49
8.5,34.17
6.08,34.169
7.38,34.195
9.292,33.6894
12.85,33.542
7.76,34.25
15.59,33.64
14.36,33.179
12.74,33.439
5.38,34.158
5.92,34.361
12.059,33.2744
18.73,34.05
10.06,33.45
13.96,33.309
8.88,33.551
15.16,33.65
9.29,34.1
14.47,33.269
11.71,34.726
9.94,33.402
15.68,33.6
10.17,33.306
17.12,34.987
16.42,33.532
7.521,34.186
9.08,34.04
9.57,33.821
10.04,33.823
15.81,33.483
17.18,33.79
8.86,33.477
8.85,33.777
10.61,33.88
8.04,34.181
8.2,33.99
8.97,33.78
9.06,33.872
5.08,34.273
15.54,32.762
10.74,33.15
15.24,33.56
10.11,33.56
5.78,34.36
12.0,33.493
10.78,33.062
5.93,34.277
6.17,33.96
7.79,34.12
6.07,34.275
8.7,33.997
10.93,33.186
10.54,33.229
21.5,33.781
9.32,33.58
8.21,33.946
10.69,33.577
8.72,33.77
8.37,34.052
5.61,34.198
6.31,34.382
8.84,33.988
19.537,33.1838
18.66,33.252
9.78,34.3
9.14,33.814
11.58,33.55
3.35,34.538
13.66,33.533
8.91,33.859
9.35,32.859
8.261,34.1402
11.28,33.636
3.69,34.51
13.73,33.19
4.22,34.456
16.16,33.469
17.1,33.42
6.61,34.05
10.68,33.748
3.94,34.426
7.78,34.007
6.84,34.34
21.3,34.43
5.56,34.232
15.68,33.811
15.28,33.694
11.01,33.78
14.42,33.731
12.364,33.7171
14.72,33.31
8.45,33.94
15.1,33.413
17.05,33.48
8.24,34.2
9.51,34.504
16.74,33.467
6.89,34.038
11.28,33.585
13.92,33.275
8.3,34.047
8.84,34.29
17.59,33.674
10.73,34.165
3.74,34.51
6.02,34.2139
7.1,34.103
8.6,33.61
10.81,34.304
16.153,33.4154
8.0,34.15
8.65,34.13
8.63,34.07
11.62,33.79
12.44,33.235
16.779,32.8196
8.44,33.91
9.78,33.58
19.89,34.7
11.02,33.69
10.5,33.873
13.61,33.151
8.04,32.983
13.46,33.599
11.44,33.065
4.5,34.46
16.22,35.048
9.41,34.035
11.42,33.676
3.31,34.519
14.65,33.136
19.42,34.329
6.98,34.258
17.59,33.245
5.15,34.325
16.55,34.307
15.1,33.54
6.13,34.314
9.54,33.87
9.59,33.684
15.58,33.55
16.82,33.953
19.77,33.98
14.02,34.759
10.0,34.03
7.3,34.177
16.42,33.53
13.88,33.701
17.21,33.21
7.97,34.305
7.38,34.25
13.36,33.5
8.24,34.094
10.79,33.716
7.47,34.076
4.61,34.332
14.86,33.43
16.09,33.312
10.67,32.66
13.05,35.017
13.233,33.133
5.65,34.346
15.51,33.46
6.06,34.218
11.05,33.66
10.69,33.681
7.23,34.271
5.47,34.1
16.84,32.982
6.306,34.3273
20.98,34.108
9.42,34.477
16.08,32.798
5.65,34.48
15.82,33.291
14.65,33.74
5.64,34.304
7.09,34.092
14.18,33.21
11.72,34.49
16.85,33.448
7.83,34.413
13.18,33.312
10.08,34.129
7.1,34.061
7.9,34.076
16.95,33.54
11.09,33.587
16.29,33.447
9.13,33.991
17.9,33.64
13.76,33.14
9.62,33.927
7.21,34.043
9.23,34.03
7.0,34.286
9.75,33.545
9.16,33.942
8.88,34.6
12.97,32.384
10.22,34.509
9.39,33.842
7.02,34.4
18.48,34.06
8.17,33.881
13.66,33.203
5.68,34.13
9.35,34.495
6.44,34.17
13.04,33.51
8.78,33.977
3.72,34.489
13.26,33.458
19.38,33.21
22.42,35.285
7.34,34.119
12.01,33.552
13.31,33.316
9.563,33.8213
5.14,34.3
5.82,34.424
17.18,33.522
15.45,32.97
6.18,34.23
1.97,34.635
9.38,33.907
7.14,34.08
13.8,33.616
10.243,33.7386
4.64,34.546
15.48,33.68
14.18,33.01
6.72,34.43
20.07,34.19
9.72,33.755
9.39,34.121
11.33,33.687
6.44,34.3
7.46,34.07
7.47,33.149
21.44,33.8
16.47,33.586
10.17,33.84
8.27,34.142
6.13,34.16
14.67,33.6
13.37,33.196
10.36,33.647
13.87,33.738
8.03,34.25
6.79,34.21
8.84,33.976
21.12,33.46
6.34,34.318
13.26,33.497
6.98,34.091
10.95,33.424
12.68,33.507
9.35,33.818
8.81,34.182
17.04,33.504
13.51,33.242
7.49,34.13
6.68,34.231
16.49,33.364
13.47,33.492
12.73,33.028
14.44,33.04
6.84,34.44
12.91,33.473
6.88,34.17
10.8,33.77
10.53,33.653
7.72,34.551
16.47,33.62
17.15,33.38
8.91,34.04
18.02,33.2405
5.43,34.187
8.24,34.15
8.33,34.076
12.52,33.111
15.5,33.567
9.73,33.71
9.63,33.846
9.34,34.48
5.57,34.15
8.9,34.48
13.16,33.507
11.48,33.427
3.33,34.52
7.36,34.061
1.64,34.76
7.89,33.88
10.68,33.752
18.43,33.649
20.04,34.57
10.33,33.408
6.26,34.43
11.35,33.012
14.09,33.089
8.66,33.845
7.92,34.007
11.99,32.871
2.62,34.615
8.46,33.983
8.8,34.236
4.48,34.393
14.06,33.624
6.39,34.244
14.93,33.54
13.53,33.7
20.94,33.8
19.44,33.085
17.33,33.231
8.8,34.07
15.14,33.655
8.77,34.04
7.98,33.888
14.17,33.44
16.69,33.524
14.91,33.874
12.81,33.95
13.75,32.932
9.09,33.987
16.79,35.181
11.84,33.36
14.14,33.367
19.41,33.786
12.52,33.513
9.44,33.804
1.63,34.668
18.61,33.749
9.93,33.651
11.56,32.58
7.66,34.542
9.36,33.613
9.2,33.828
2.63,34.54
21.75,34.519
11.47,33.358
17.24,33.201
13.06,33.487
19.644,33.5332
7.05,34.43
16.2,33.41
16.18,33.212
13.77,33.558
13.33,33.474
16.7,32.97
14.47,33.108
8.82,33.98
7.33,34.034
13.28,33.377
11.14,33.635
10.87,33.691
8.79,34.217
5.4,34.229
11.34,33.666
6.11,34.142
13.688,33.0281
8.07,34.248
12.5,34.38
3.21,34.541
3.41,34.493
15.16,33.158
14.32,33.261
11.64,33.997
6.13,34.182
8.16,34.094
13.5,33.0
12.71,33.658
19.132,33.6206
10.1,33.81
15.18,32.68
9.44,33.978
10.41,33.436
9.22,33.639
10.72,33.669
4.44,34.451
18.12,33.883
14.63,33.19
6.85,34.03
5.607,34.207
11.87,33.53
5.55,34.222
6.24,34.285
9.45,34.05
14.7,33.663
8.99,34.609
14.41,33.327
13.94,33.506
11.13,33.238
8.55,34.1
6.287,34.1055
9.98,33.85
11.27,33.425
8.97,33.826
13.39,32.914
6.46,34.274
9.64,33.632
19.5,34.96
17.77,33.16
6.04,34.047
6.68,34.011
8.6,34.11
14.7,33.57
8.36,34.038
7.62,34.033
8.36,34.199
14.1,35.05
7.22,34.22
9.18,33.935
10.65,33.48
7.06,34.213
5.4,34.35
14.64,35.01
9.3,33.714
14.34,33.675
12.55,34.181
16.57,33.892
8.46,33.944
16.78,33.48
5.4,34.26
8.46,34.003
12.96,33.786
14.53,33.34
8.94,33.931
10.89,33.71
11.05,33.595
15.42,33.72
11.62,33.567
19.569,33.2909
11.84,34.47
2.1,34.52
8.014,34.2353
2.9,34.56
10.4,34.11
7.68,34.02
11.9,33.618
11.86,33.622
13.92,33.58
13.04,33.516
4.72,34.36
8.19,34.205
12.86,33.475
24.36,35.392
8.19,34.019
16.06,33.126
14.66,33.541
6.12,34.155
7.62,34.193
8.51,33.21
5.37,34.21
12.86,33.271
10.64,34.74
8.79,33.67
10.08,34.19
24.46,34.81
9.64,34.25
15.09,33.423
12.46,32.77
17.076,33.2869
8.24,34.008
17.81,33.446
11.98,33.799
11.41,32.554
6.05,34.282
3.36,34.495
13.6,33.2
9.35,34.0
4.45,34.27
9.65,33.881
6.65,34.04
12.61,32.855
8.24,32.76
13.16,33.47
5.38,34.38
4.63,34.05
8.59,34.06
11.94,33.63
7.14,34.067
11.32,34.049
21.94,34.69
6.8,34.274
7.14,34.23
